Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output
2025-01-26 15:00:00,74.66743903889115,21.372277758569602,22.69585191506139,22.036877445324517,0.9,84.57086453087477,44.36637274033677,0.13,1.96,Boost All,3
2025-01-26 16:00:00,100.0,22.749098123111516,26.495663161878348,21.358605528705844,1.03,100.0,45.10630792846584,0.14,2.64,Maintain,2
2025-01-26 17:00:00,83.56369721640141,24.01343194272565,30.381519827321902,24.45742331337159,1.0,91.94455631584728,52.81496192264717,0.14,0.46,Boost All,3
2025-01-26 18:00:00,54.93569495255971,20.944240393883998,25.45094292452763,22.12941782187167,0.72,61.402466463962064,45.26249362930191,0.08,1.87,Boost All,3
2025-01-26 19:00:00,80.16097308722334,21.519738284642045,23.726626247545077,18.177829508503383,0.83,79.43521856109663,38.53064666829016,0.1,5.82,Eco Mode,4
2025-01-26 20:00:00,67.9463234309075,21.104272581244604,27.282030071129462,28.385430559220165,0.77,58.865090625899185,59.38892718879842,0.08,4.39,Increase Chiller,0
2025-01-26 21:00:00,89.76379036436248,22.572041094971837,23.930435600909995,26.62616408016587,1.0,91.28114495700945,53.58801663938447,0.13,2.63,Increase Chiller,0
2025-01-26 22:00:00,99.29235770636384,21.996417623224755,28.086281233487803,21.48591941912683,1.01,100.0,41.036528831262636,0.15,2.51,Increase Chiller,0
2025-01-26 23:00:00,74.59038826746414,22.247000852630908,31.54459394882299,22.106102971692234,0.85,78.00455085257103,45.507569828980486,0.07,1.89,Boost All,3
2025-01-27 00:00:00,86.45003088642805,23.87919867369909,29.27644587305806,26.901884251011744,1.02,91.82567749674709,56.275917715911575,0.11,2.9,Eco Mode,4
2025-01-27 01:00:00,93.48548199023381,26.35575686038097,30.931719139153042,18.0,0.89,90.04597439818554,34.65796191748773,0.12,6.0,Reduce AHU,1
2025-01-27 02:00:00,82.33761206929927,21.726366152664603,29.302597640748438,20.481984048285955,0.91,87.5974062925666,42.082607910862855,0.13,3.52,Maintain,2
2025-01-27 03:00:00,72.99887148590818,21.5742819341645,23.674429244489,26.924598847965694,0.82,70.50102085841871,51.85150180883204,0.09,2.92,Reduce AHU,1
2025-01-27 04:00:00,48.91759944046274,20.219185281627805,25.36700589906805,19.518521824955968,0.59,46.41365345415241,43.562533598434975,0.08,4.48,Increase Chiller,0
2025-01-27 05:00:00,44.64245555310448,18.327683752524475,25.28603979420513,19.545985462100482,0.62,52.8266757610333,39.91295084015667,0.08,4.45,Reduce AHU,1
2025-01-27 06:00:00,42.27213736804889,19.16569625802887,24.461510125709097,27.253378279699852,0.56,37.49193167969304,51.216750765830525,0.08,3.25,Reduce AHU,1
2025-01-27 07:00:00,88.52775220290184,22.934735009243557,26.12505922006554,28.19931412188815,1.05,96.92868124161231,53.920103653844606,0.09,4.2,Increase Chiller,0
2025-01-27 08:00:00,60.52062068648561,20.94861317603336,24.257307957635255,21.47964447099413,0.65,54.199221322431,43.32467285886733,0.08,2.52,Boost All,3
2025-01-27 09:00:00,67.08007679666876,19.953899367244816,24.22716449887685,21.774983571996778,0.84,77.01368871077369,45.27944122576773,0.08,2.23,Reduce AHU,1
2025-01-27 10:00:00,67.7463995851276,22.684317771060396,25.179553877106407,21.300018050301485,0.73,62.15842535526091,46.30890448401482,0.06,2.7,Increase Chiller,0
2025-01-27 11:00:00,92.41791037179208,24.130703583323054,32.38063506692001,20.531164365182583,0.92,90.6101427284193,38.937978368901206,0.09,3.47,Boost All,3
2025-01-27 12:00:00,77.49129702497082,21.317232807667498,24.525638924864378,22.986894817929528,0.9,82.51850087255283,47.53989374571252,0.13,1.01,Boost All,3
2025-01-27 13:00:00,40.50891620917439,18.962975667691765,23.83875809880936,23.19773735883186,0.63,48.027639240261394,48.775930658246814,0.06,0.8,Eco Mode,4
2025-01-27 14:00:00,48.22716841586241,20.908650512369256,24.511142021833127,24.77504264348666,0.66,53.81607019124888,45.84748193785842,0.08,0.78,Increase Chiller,0
2025-01-27 15:00:00,98.62947833926802,24.879902248670984,32.53841314241725,20.465480033327328,1.0,97.30666210969417,44.92779679314111,0.14,3.53,Eco Mode,4
2025-01-27 16:00:00,66.53706743628399,20.831487512784623,27.73480428605238,20.503114435736336,0.76,71.86073367147598,36.77686215654074,0.09,3.5,Reduce AHU,1
2025-01-27 17:00:00,38.649731364098656,19.077572626972277,25.66573688757394,20.48719079391224,0.5,36.64310881092793,40.757085893213564,0.04,3.51,Boost All,3
2025-01-27 18:00:00,56.39873697972185,22.20006601006863,30.89321486492311,26.313439934091775,0.67,50.58210389953355,52.52655851548812,0.08,2.31,Eco Mode,4
2025-01-27 19:00:00,37.46308687874089,19.471032422042082,24.34122163300417,21.686154007668215,0.55,38.619056935767325,48.37156869013517,0.05,2.31,Eco Mode,4
2025-01-27 20:00:00,64.67774545139879,21.34905870948632,31.375926716248415,21.368199467107573,0.7,63.17006380486175,38.73813585809402,0.1,2.63,Maintain,2
2025-01-27 21:00:00,70.35909842374303,22.535634503588522,27.38451893934628,22.153709618609753,0.78,72.12141625733132,39.873902392340604,0.11,1.85,Increase Chiller,0
2025-01-27 22:00:00,60.06913678320656,21.84825900245153,27.53366618173445,27.473992471248806,0.83,67.45344453853158,57.77644146764805,0.07,3.47,Reduce AHU,1
2025-01-27 23:00:00,80.26652608767537,23.310454324692035,28.88283119103462,22.28739465463167,0.79,73.67536179896415,41.05797832043263,0.07,1.71,Reduce AHU,1
2025-01-28 00:00:00,68.87641053428862,22.83545962386084,23.487799317674455,24.147729842531223,0.84,74.07327477718161,50.102410202172074,0.12,0.15,Maintain,2
2025-01-28 01:00:00,73.74329557605901,21.880266357791342,25.542970072607996,23.617214492785678,0.87,82.26066993592451,43.11012594773262,0.09,0.38,Reduce AHU,1
2025-01-28 02:00:00,100.0,23.041885724639044,28.088339668284963,22.478288916463974,1.03,100.0,46.674382686491874,0.14,1.52,Maintain,2
2025-01-28 03:00:00,61.346188161185395,20.54670289746497,28.389120655011343,24.992915321143204,0.79,67.97902949988827,48.47144268584988,0.1,0.99,Eco Mode,4
2025-01-28 04:00:00,62.542384047776814,22.32526680864597,30.461426983568998,21.62462627974432,0.75,64.57721959885622,47.244534351697624,0.11,2.38,Eco Mode,4
2025-01-28 05:00:00,52.2226535405057,21.26200860822355,28.5252637975985,29.993367995513793,0.75,54.07104426513391,62.70675284017668,0.09,5.99,Reduce AHU,1
2025-01-28 06:00:00,45.825968863294115,20.985137819156204,25.354560756422032,23.366323785357054,0.57,39.4291864157081,51.61314718850217,0.08,0.63,Reduce AHU,1
2025-01-28 07:00:00,28.18672035518305,19.523367054101445,23.453507962707995,22.577723637882244,0.43,24.041130112564375,48.02924720431699,0.04,1.42,Increase Chiller,0
2025-01-28 08:00:00,75.36518187855633,21.478578297655453,26.041250027708035,23.128853601432635,0.88,80.11310770064354,46.99421707704814,0.09,0.87,Reduce AHU,1
2025-01-28 09:00:00,75.94215271487745,23.596883219189177,29.89022858325465,28.06127119196499,0.87,72.79680231297903,58.52299158460228,0.11,4.06,Eco Mode,4
2025-01-28 10:00:00,73.05478070484456,23.40460358495693,27.82082995173052,23.477386791012517,0.88,78.2231591119747,50.621252858965676,0.07,0.52,Boost All,3
2025-01-28 11:00:00,62.42774873603362,21.402239980820504,23.411030445020874,21.576941581918884,0.75,66.3802528899696,43.20830312638654,0.09,2.42,Increase Chiller,0
2025-01-28 12:00:00,60.6975620120598,20.66864793315436,25.022157494277696,29.080888656172625,0.73,56.41865730647507,55.52016710042721,0.09,5.08,Eco Mode,4
2025-01-28 13:00:00,83.37000279347964,24.6013113106346,26.988982278037128,26.066850724425777,0.9,81.46262241577432,49.831849520398364,0.1,2.07,Eco Mode,4
2025-01-28 14:00:00,66.5711511083294,20.848602268802214,25.30967465495832,23.693490138848336,0.71,57.180546640277115,49.87501114804169,0.08,0.31,Increase Chiller,0
2025-01-28 15:00:00,68.55729971133985,22.594251233047054,25.801247167713704,21.23249407978339,0.68,59.08711959344393,42.084231508932646,0.07,2.77,Boost All,3
2025-01-28 16:00:00,44.6874809339879,19.86872197325774,23.972308175315845,28.357483261671945,0.63,41.60113465588236,60.15632936088997,0.07,4.36,Maintain,2
2025-01-28 17:00:00,69.75975923564596,21.17161901258835,29.582470092192853,20.957175306182037,0.73,62.24903002159566,46.159191653485685,0.1,3.04,Increase Chiller,0
2025-01-28 18:00:00,74.9418939055462,22.98014150992123,30.534225052932776,27.130225337380825,0.82,66.62208511651482,58.274144013392146,0.07,3.13,Reduce AHU,1
2025-01-28 19:00:00,61.54531461277774,20.95686086113923,22.105255095862407,21.46145777102774,0.63,52.41914359753163,41.41067598025182,0.09,2.54,Eco Mode,4
2025-01-28 20:00:00,68.75778069888327,22.93867957302889,27.929328525917892,25.916043954086476,0.75,59.27502076619626,54.968001055262576,0.1,1.92,Maintain,2
2025-01-28 21:00:00,79.25493609187885,23.063071566281078,28.68434311124965,24.392528981239828,0.81,70.13795608366433,49.35907895476838,0.1,0.39,Maintain,2
2025-01-28 22:00:00,67.608867246409,21.91486663524594,25.973018342408363,26.83337808048431,0.86,72.56602935619003,55.86975695898116,0.12,2.83,Reduce AHU,1
2025-01-28 23:00:00,68.52224350343181,20.554903873672338,24.900400530632673,26.583214917592635,0.79,64.49906956288783,55.455239274498176,0.08,2.58,Boost All,3
2025-01-29 00:00:00,49.723170747713496,19.73895783042004,27.58590626165825,19.864142578249705,0.59,50.13676335335282,38.52185617754631,0.08,4.14,Boost All,3
2025-01-29 01:00:00,50.0867457118202,21.259982832079338,27.99818070701745,24.46516991894611,0.6,43.41762727277791,51.24298858027351,0.07,0.47,Eco Mode,4
2025-01-29 02:00:00,47.77919214358497,20.778224485432865,22.64272261969163,22.297120312187882,0.58,42.40702951681481,47.72851115657445,0.07,1.7,Boost All,3
2025-01-29 03:00:00,93.35556408203189,23.661901453425724,30.39261791214086,19.774301442014387,1.0,100.0,39.23585153921185,0.15,4.23,Increase Chiller,0
2025-01-29 04:00:00,78.25427670114618,22.03597459133235,26.235027334591422,19.102231875653374,0.74,71.6202527895165,33.668133697799234,0.09,4.9,Boost All,3
2025-01-29 05:00:00,94.6653761489938,23.70726325036047,29.882867594196135,20.152966596262445,0.95,95.5326206343547,36.449061824310164,0.12,3.85,Increase Chiller,0
2025-01-29 06:00:00,68.29805580210052,20.85487820599036,26.491278372972282,25.40881469795294,0.8,67.4474811547112,53.065017372472454,0.1,1.41,Boost All,3
2025-01-29 07:00:00,73.44971392809593,21.102665141929158,25.992518476987215,29.90292945082744,0.93,80.51684141614993,57.87230663729382,0.1,5.9,Maintain,2
2025-01-29 08:00:00,10.0,15.245929719212002,19.481952060275447,25.61902188564075,0.39,20.0,46.247672902686006,0.05,1.62,Maintain,2
2025-01-29 09:00:00,84.62612344471884,22.763280873577745,28.804978090057034,19.055426501768395,0.94,93.75685326513094,38.33877432144002,0.14,4.94,Boost All,3
2025-01-29 10:00:00,66.63910107641388,20.088371592044556,28.350129533763674,26.428500876619204,0.87,74.99317895710006,53.99499218267191,0.12,2.43,Reduce AHU,1
2025-01-29 11:00:00,54.173642553023925,21.38809141629668,25.733907479205005,21.705689358311922,0.7,62.591546081247316,40.3048359007116,0.1,2.29,Increase Chiller,0
2025-01-29 12:00:00,48.310685708436075,18.57887293120872,21.271996678656166,22.257411810576485,0.68,54.81700629738546,49.10456929239311,0.08,1.74,Eco Mode,4
2025-01-29 13:00:00,67.24471855303969,21.160100414984985,27.343432572075884,20.48113203724302,0.69,61.1186598123553,39.96755456618435,0.06,3.52,Eco Mode,4
2025-01-29 14:00:00,60.3929451416814,22.047598169257927,25.18591645005737,26.282602201412047,0.76,59.5358592323729,56.965338052321265,0.1,2.28,Boost All,3
2025-01-29 15:00:00,51.95020652618209,21.829613385485374,28.469588778188076,28.474852814439842,0.73,58.68442934950163,52.871904976028546,0.11,4.47,Boost All,3
2025-01-29 16:00:00,49.176893718564784,20.511061528630677,26.72623165549715,20.053666640443314,0.53,40.39117785140044,41.679599212814566,0.08,3.95,Boost All,3
2025-01-29 17:00:00,65.66167537650657,23.671671137336297,29.70319080345208,23.261854661677546,0.78,69.24550635601642,44.57038611034834,0.1,0.74,Reduce AHU,1
2025-01-29 18:00:00,47.438889713999,20.314741884542304,28.745918005234486,27.68114983633122,0.62,41.41901901331455,56.85023862939879,0.09,3.68,Boost All,3
2025-01-29 19:00:00,48.11794277053953,19.650119767632468,24.524820746763986,22.706935337581687,0.58,45.07585730383835,44.049749430114666,0.05,1.29,Eco Mode,4
2025-01-29 20:00:00,100.0,26.42611904531286,32.38170424410214,24.675482109988884,0.99,90.18979659802645,53.36291977320592,0.11,0.68,Boost All,3
2025-01-29 21:00:00,56.19203377874269,19.047474055873142,25.06261611487465,18.0,0.58,48.54903286202093,37.52144230034926,0.06,6.0,Reduce AHU,1
2025-01-29 22:00:00,100.0,25.553702227170344,31.735091035875826,18.0,1.0,100.0,39.41515094581907,0.13,6.0,Maintain,2
2025-01-29 23:00:00,53.44946049354905,19.25105246377432,28.338692764143588,27.05590640654081,0.67,52.561227735304875,49.80858662502425,0.09,3.06,Eco Mode,4
2025-01-30 00:00:00,100.0,25.581368337615768,31.904108095214724,25.302177942058076,1.06,100.0,51.25535749730213,0.15,1.3,Eco Mode,4
2025-01-30 01:00:00,45.472200556801326,19.547156301737942,24.941440356895583,25.180267503033306,0.56,40.8747594130037,46.73020667473975,0.08,1.18,Eco Mode,4
2025-01-30 02:00:00,39.324921886707784,19.682842659147322,26.694403660461994,20.733228289161016,0.49,36.30076793047074,40.084401831455764,0.06,3.27,Boost All,3
2025-01-30 03:00:00,49.270301991884175,19.794388431454976,23.389686046730933,25.72383606976395,0.61,47.11969180895218,47.28411153886078,0.05,1.72,Reduce AHU,1
2025-01-30 04:00:00,72.15722630234757,20.525515428178927,25.70404000812982,25.90085032678813,0.9,79.49487479675898,52.82114240137185,0.11,1.9,Increase Chiller,0
2025-01-30 05:00:00,81.2638099519711,21.595301551524443,27.763031495850825,22.14138573694423,0.87,83.37195609202057,40.35063053202471,0.12,1.86,Boost All,3
2025-01-30 06:00:00,100.0,25.047600103145953,27.961493866106686,24.90947828841795,1.05,97.96593985733304,53.65260822818826,0.12,0.91,Reduce AHU,1
2025-01-30 07:00:00,80.90285028448417,22.059398672774957,26.513535482843682,24.965722794086293,0.95,90.02966611179583,44.98195269861543,0.12,0.97,Increase Chiller,0
2025-01-30 08:00:00,84.19421684572445,24.394447927801707,27.716574373757567,23.567973523727087,0.89,80.14732910385484,49.36902398726329,0.07,0.43,Eco Mode,4
2025-01-30 09:00:00,94.97872883698967,23.98643825081173,30.265388242886015,25.98728301148464,1.0,94.15785796733958,49.25199683866933,0.09,1.99,Maintain,2
2025-01-30 10:00:00,45.90368011531602,16.783712306743283,21.55664824622952,25.910913571058813,0.67,53.47458370145395,49.1713709226852,0.1,1.91,Reduce AHU,1
2025-01-30 11:00:00,91.87137414621102,24.568604351963483,30.983870256968622,25.216405693379883,0.91,84.55335235652869,46.83870707844551,0.08,1.22,Reduce AHU,1
2025-01-30 12:00:00,33.645712787624014,17.289432521505287,22.424595362237433,19.34205163025844,0.46,30.971130240514505,41.601010173713576,0.05,4.66,Boost All,3
2025-01-30 13:00:00,16.833269070021082,17.080918927054938,21.33757840237139,25.44314802739746,0.43,20.813433985762217,51.70259311098481,0.06,1.44,Reduce AHU,1
2025-01-30 14:00:00,82.04623639894663,24.148322718199914,27.85051088596805,24.98453671790065,0.94,85.04112544805668,51.33057371403833,0.1,0.98,Maintain,2
2025-01-30 15:00:00,53.40387896618515,21.0825517357445,27.51708449245274,27.35549900032899,0.74,55.88661071879636,59.30328567902369,0.11,3.36,Maintain,2
2025-01-30 16:00:00,33.216760154202845,16.500890594758594,20.023989434413267,23.24345988843011,0.52,34.82632362127149,47.832077936577534,0.07,0.76,Eco Mode,4
2025-01-30 17:00:00,87.92408294459031,24.290014906475154,31.690926469944756,27.56856068678251,0.91,80.9554349391783,53.391600919630164,0.1,3.57,Reduce AHU,1
2025-01-30 18:00:00,95.72915021441861,23.439981512819838,28.116225551390357,22.99494739167858,0.97,94.84047633644461,42.27552559110978,0.15,1.01,Boost All,3
2025-01-30 19:00:00,65.88933187710792,21.866847879972433,26.083803198097307,20.24370019518627,0.72,63.55017569177211,41.72684842407705,0.09,3.76,Increase Chiller,0
2025-01-30 20:00:00,65.80271981589907,22.0784236613995,27.51923379992623,25.29268230911805,0.75,59.79629616558484,53.78531458702959,0.08,1.29,Eco Mode,4
2025-01-30 21:00:00,70.9800016970787,22.785630275645904,25.730894085907597,24.37315552049977,0.88,76.57497808082441,52.53746765819597,0.11,0.37,Maintain,2
2025-01-30 22:00:00,91.51067299893658,26.65001855922823,30.065797177102816,22.238843723375716,0.95,92.5778433374868,42.23422521902289,0.11,1.76,Increase Chiller,0
2025-01-30 23:00:00,44.870100330718266,19.819279106282075,27.492897967824945,22.466422539857984,0.53,38.467494933776145,43.78742250446187,0.06,1.53,Eco Mode,4
2025-01-31 00:00:00,98.36787742696774,25.491241087898434,29.28357230542606,25.965593649553668,1.07,100.0,53.549613879919356,0.15,1.97,Eco Mode,4
2025-01-31 01:00:00,92.55188422870384,26.013168818400455,33.68395029594248,23.276031126580627,0.9,86.25957530239089,42.82546368334405,0.08,0.72,Increase Chiller,0
2025-01-31 02:00:00,70.63132804215633,21.88988662163198,27.25398460181222,20.795066547622678,0.81,73.96068592906622,42.82250826664564,0.07,3.2,Increase Chiller,0
2025-01-31 03:00:00,53.189841236101515,20.625303228653014,24.608801635667575,18.0,0.6,54.35177845892876,32.79667162362254,0.06,6.0,Increase Chiller,0
2025-01-31 04:00:00,82.14743621112731,22.42939138406245,32.06863969700363,26.311808827139256,0.93,84.57989221032537,49.918238662856844,0.1,2.31,Eco Mode,4
2025-01-31 05:00:00,74.75329481836754,21.89706625534881,28.016596172471935,18.528255319311864,0.86,84.27087632599265,37.803086403554005,0.11,5.47,Maintain,2
2025-01-31 06:00:00,65.0865765845574,20.778944060436448,28.634532433020475,26.366557794722194,0.81,67.16691011063847,55.507180225615635,0.11,2.37,Eco Mode,4
2025-01-31 07:00:00,90.87972613511167,24.47830296427926,24.47830296427926,22.448602343920314,0.97,90.62558841674877,49.472552076785206,0.11,1.55,Boost All,3
2025-01-31 08:00:00,88.97567241406006,22.127132475781806,28.322565017313607,21.513565377059066,0.93,90.1523699459122,41.24595192314691,0.13,2.49,Increase Chiller,0
2025-01-31 09:00:00,73.47132129697867,22.70348731481067,27.025056536227712,18.0,0.73,67.90327624379613,37.100690410352,0.08,6.0,Eco Mode,4
2025-01-31 10:00:00,29.92589094024747,17.39748301521079,23.92269435574177,26.293392684817274,0.51,30.84965993684517,53.38324441993755,0.05,2.29,Increase Chiller,0
2025-01-31 11:00:00,72.62470067110378,22.442570997837603,26.69432304941384,24.154639626785716,0.88,79.55995471869021,48.71595484746725,0.11,0.15,Boost All,3
2025-01-31 12:00:00,44.806885707786535,19.126756116763975,23.80407216695382,21.370198236417153,0.56,44.66854753286543,41.08810267928029,0.06,2.63,Reduce AHU,1
2025-01-31 13:00:00,55.74547821068574,21.671457677991523,29.58083963413775,24.87437127472909,0.65,51.766941247674765,46.309327623408485,0.08,0.87,Reduce AHU,1
2025-01-31 14:00:00,85.50898820866003,24.641176903088073,26.353879920220983,28.496436883504074,0.96,81.64278287716957,60.800794575150064,0.09,4.5,Maintain,2
2025-01-31 15:00:00,10.0,17.873306725620907,26.028279535401136,24.478479059395575,0.41,20.0,49.71772036324995,0.04,0.48,Increase Chiller,0
2025-01-31 16:00:00,46.916270138766514,17.814775725523802,24.673409117476613,26.798989109805596,0.7,53.10462947012691,54.79512107204858,0.06,2.8,Increase Chiller,0
2025-01-31 17:00:00,87.85477604080216,26.027733086837614,31.133298550313047,23.174355537233108,0.92,87.263293597968,45.35713941627768,0.13,0.83,Increase Chiller,0
2025-01-31 18:00:00,64.73745215258998,19.89703654638093,22.1632464280286,18.0,0.67,62.93559699388843,34.15334857339698,0.1,6.0,Maintain,2
2025-01-31 19:00:00,34.74799124397367,18.506654017241612,22.875654331203634,20.699596213370626,0.47,31.75930755122079,43.901030685234886,0.05,3.3,Eco Mode,4
2025-01-31 20:00:00,66.07623179833891,20.86038618843479,24.154981432063288,21.01990002542759,0.7,62.37670674924516,39.71017244493352,0.1,2.98,Eco Mode,4
2025-01-31 21:00:00,88.1033749328652,23.2286131659592,27.30381807723143,21.5053730068696,0.92,88.89781253195645,41.2274976898106,0.11,2.49,Reduce AHU,1
2025-01-31 22:00:00,74.68954748911074,25.23402652754524,27.401200654116433,26.52983625449289,0.8,69.44264577402714,48.447396673476995,0.11,2.53,Maintain,2
2025-01-31 23:00:00,35.97425676181442,18.356848404804104,21.87625758588677,18.695013688906446,0.5,40.7260445221733,34.2706383022495,0.07,5.3,Eco Mode,4
2025-02-01 00:00:00,47.40526378181556,19.119942029423164,24.626277623581114,27.169443038989396,0.72,56.793216925791086,52.56020472267757,0.06,3.17,Boost All,3
2025-02-01 01:00:00,52.10130139683734,19.81323689357823,23.298137935407382,25.88702853679344,0.6,45.023281483268114,48.78403006127201,0.07,1.89,Boost All,3
2025-02-01 02:00:00,100.0,25.632304584858286,33.62812153429759,21.926037754800344,1.02,100.0,43.33646576879548,0.11,2.07,Boost All,3
2025-02-01 03:00:00,41.277094234871356,17.7943640974345,25.3277805999594,21.849274591231158,0.6,47.350545386982446,44.17637630020839,0.06,2.15,Increase Chiller,0
2025-02-01 04:00:00,94.52726458343318,24.156059935179147,29.222283647066387,23.720182610545734,1.02,99.46438389313701,44.42456659007803,0.13,0.28,Increase Chiller,0
2025-02-01 05:00:00,84.59152028263566,21.703351372450516,26.96732724197168,26.49924551077389,0.99,87.65318093463206,57.594898370296626,0.11,2.5,Increase Chiller,0
2025-02-01 06:00:00,85.83481128078583,22.958769058448613,28.31640418399136,21.727309428475927,0.89,84.415614297181,42.918978509578665,0.09,2.27,Reduce AHU,1
2025-02-01 07:00:00,73.56744229266492,22.343289035455616,27.137470526211736,24.029573565675825,0.79,70.5318553201654,45.28960018921753,0.1,0.03,Boost All,3
2025-02-01 08:00:00,92.07717162031742,25.131627281763027,30.774897923077464,28.639200146782734,1.04,93.64962136874432,57.98920675966913,0.11,4.64,Reduce AHU,1
2025-02-01 09:00:00,61.92771882797311,20.619215627886607,22.037068136200617,23.36088810435439,0.75,64.50533470247274,46.37126929724513,0.09,0.64,Increase Chiller,0
2025-02-01 10:00:00,74.88949253564684,21.35114336444741,27.656110194257984,26.539945765655553,0.78,67.26877962791865,48.72655919457297,0.08,2.54,Boost All,3
2025-02-01 11:00:00,88.10003780709448,25.576073007075866,32.786454475050704,24.305123782534196,0.99,93.38350005089266,47.878768228739254,0.14,0.31,Boost All,3
2025-02-01 12:00:00,72.22359040287355,22.25661316074475,26.214838448832197,22.330450567099053,0.8,73.94083506918776,41.5310711904519,0.1,1.67,Eco Mode,4
2025-02-01 13:00:00,64.68600019336152,20.99889691200187,23.809528491517312,23.17464003658478,0.68,55.50210044091008,48.107014435528754,0.1,0.83,Increase Chiller,0
2025-02-01 14:00:00,68.83584250355159,21.594060552453662,25.309033509367957,32.492382460151575,0.84,66.1456189855059,61.18659207722757,0.09,8.49,Reduce AHU,1
2025-02-01 15:00:00,74.42039572427885,24.285561649915536,26.719379582359394,24.469070563838834,0.76,64.72522213648462,48.98340205056406,0.11,0.47,Maintain,2
2025-02-01 16:00:00,35.66801419992306,18.938133219557027,23.4912682667589,21.925865987545897,0.55,39.718521458514154,47.30653124841227,0.07,2.07,Increase Chiller,0
2025-02-01 17:00:00,93.01244354933647,24.334715066596416,28.378270463365986,23.17925350552786,1.0,93.87391981877745,50.12707274686269,0.13,0.82,Reduce AHU,1
2025-02-01 18:00:00,62.77909940572427,21.528065618719683,24.401537338262344,24.91726617368647,0.81,72.67889660908403,46.31964585543596,0.09,0.92,Eco Mode,4
2025-02-01 19:00:00,58.37442336359293,19.932373544888108,21.81381802554686,23.13325781250354,0.6,49.151737085733664,41.82748580195186,0.05,0.87,Increase Chiller,0
2025-02-01 20:00:00,77.86604738506193,22.497050470732763,27.530090688665,20.264582897845397,0.88,85.47739804951868,38.764542131716816,0.09,3.74,Boost All,3
2025-02-01 21:00:00,96.4041006331194,24.598439353881464,26.35036011804629,21.514333565871965,1.01,100.0,42.12309239486983,0.13,2.49,Reduce AHU,1
2025-02-01 22:00:00,52.44098095893238,19.079897020869666,24.345978193342738,24.829721618138112,0.62,47.61700208636094,47.00749246980306,0.06,0.83,Reduce AHU,1
2025-02-01 23:00:00,52.85291502702804,21.191113319205307,25.28580623168746,24.60821380923066,0.64,50.841011580360544,46.811563294583884,0.09,0.61,Reduce AHU,1
2025-02-02 00:00:00,81.36533261285875,23.20667249855343,30.097494178805277,25.172918585872985,0.83,74.69369729621718,45.55077444103252,0.07,1.17,Increase Chiller,0
2025-02-02 01:00:00,62.07312364999767,21.862863730670476,26.524845451620138,25.752074064346765,0.71,59.70973802444309,47.05104760954467,0.09,1.75,Boost All,3
2025-02-02 02:00:00,49.50070430278491,20.534995656656548,25.112368819974716,23.287007888064412,0.57,44.24098416286853,42.38696502574608,0.05,0.71,Eco Mode,4
2025-02-02 03:00:00,47.65293250160736,20.251294952927836,23.433035501718955,29.383932654972416,0.68,47.68800072563222,60.39923913961885,0.09,5.38,Eco Mode,4
2025-02-02 04:00:00,51.81746017249719,19.85772282186178,23.554360860292846,19.72983130960073,0.57,49.610664723533894,35.21861757354394,0.08,4.27,Reduce AHU,1
2025-02-02 05:00:00,41.35937227262764,19.71089312807594,26.354196479134778,24.383311244601053,0.51,32.72571856712331,49.35257321245011,0.07,0.38,Reduce AHU,1
2025-02-02 06:00:00,100.0,24.934062293651348,29.37901932716171,24.268206951573394,1.04,99.31376260997544,49.56392628401361,0.09,0.27,Eco Mode,4
2025-02-02 07:00:00,62.184346782648845,22.680271320964355,27.99488215199023,18.0,0.73,65.50444266571725,40.52698547823793,0.1,6.0,Boost All,3
2025-02-02 08:00:00,100.0,24.448480407243437,30.914453399404813,23.41638327542814,1.0,93.47479176161498,50.33375097140073,0.13,0.58,Boost All,3
2025-02-02 09:00:00,83.33391883208354,22.467690019058793,29.99243231442322,21.720054627708496,0.85,79.22310595332394,44.14558485685458,0.12,2.28,Boost All,3
2025-02-02 10:00:00,60.39417198928383,20.943425106632052,27.97423864521324,23.63247397254652,0.76,63.456530700805075,50.62161151896404,0.08,0.37,Eco Mode,4
2025-02-02 11:00:00,32.81565574344898,18.05174595728279,23.060229489851913,21.885545773335664,0.55,38.671903388038075,47.265167394836446,0.05,2.11,Maintain,2
2025-02-02 12:00:00,76.45217600249342,23.38931960641053,28.300011800566963,25.250541517615208,0.92,83.57052664686688,50.13451207081694,0.13,1.25,Eco Mode,4
2025-02-02 13:00:00,76.87764242036796,22.900108804974845,30.790686540605233,23.598689286743305,0.9,80.8840399836463,51.382954104309945,0.1,0.4,Increase Chiller,0
2025-02-02 14:00:00,60.93243815851312,23.439763455314562,29.471941598406342,23.886668000972907,0.74,64.89524307802358,43.45556669568498,0.07,0.11,Eco Mode,4
2025-02-02 15:00:00,71.26942883963358,20.93943308739085,25.708176379738937,21.07683655921589,0.87,81.15858770098978,43.218294098402495,0.11,2.92,Maintain,2
2025-02-02 16:00:00,58.18968776675172,21.2390402196236,24.161344606601567,25.985576257284475,0.78,62.75467499716402,55.04409996197431,0.11,1.99,Maintain,2
2025-02-02 17:00:00,71.59777593309889,21.622622813375656,27.051979896240134,20.898329632773965,0.78,69.11054901259149,45.01611992006696,0.08,3.1,Reduce AHU,1
